Source,Folio,Locus,Raw_Text,Clean_Text
RF1b-er,f1r,"f1r.1,@P0",fachys.ykal.ar.ataiin.shol.shory.ctoses.y.kor.sholdy,fachys ykal ar ataiin shol shory ctoses y kor sholdy
RF1b-er,f1r,"f1r.2,+P0",sory.ckhar.ory.kair.chtaiin.shar.ais.cthar.cthar.dan,sory ckhar ory kair chtaiin shar ais cthar cthar dan
RF1b-er,f1r,"f1r.3,+P0",syaiir.sheky.or.ykaiin.shod.cthoary.cthes.daraiin.sy,syaiir sheky or ykaiin shod cthoary cthes daraiin sy
RF1b-er,f1r,"f1r.4,+P0",soiin.oteey.oteor.roloty.ctaar.daiin.okaiin.or.okan,soiin oteey oteor roloty ctaar daiin okaiin or okan
RF1b-er,f1r,"f1r.5,+P0",sairy.chear.cthaiin.cphar.cfhaiin,sairy chear cthaiin cphar cfhaiin
RF1b-er,f1r,"f1r.6,=Pt",ydaraishy,ydaraishy
RF1b-er,f1r,"f1r.7,*P0","odar.sy.shol.cphoy.oydar.sh,s.cfhoaiin.shodary",odar sy shol cphoy oydar sh s cfhoaiin shodary
RF1b-er,f1r,"f1r.8,+P0",yshey.shody.okchoy.otchol.chocthy.oschy.dain.chor.kos,yshey shody okchoy otchol chocthy oschy dain chor kos
RF1b-er,f1r,"f1r.9,+P0",daiin.shos.cfhol.shody,daiin shos cfhol shody
RF1b-er,f1r,"f1r.10,=Pt",dain.or.teody,dain or teody
RF1b-er,f1r,"f1r.11,*P0",ydain.cphesaiin.ols.cphey.ytain.shoshy.cphodal.es,ydain cphesaiin ols cphey ytain shoshy cphodal es
RF1b-er,f1r,"f1r.12,+P0",oksho.kshoy.otairin.oteol.okan.shodain.sckchy.daiin,oksho kshoy otairin oteol okan shodain sckchy daiin
RF1b-er,f1r,"f1r.13,+P0",shoy.ckhey.kodaiin.cphy.cphodaiils.cthhy.sho.oldain.d,shoy ckhey kodaiin cphy cphodaiils cthhy sho oldain d
RF1b-er,f1r,"f1r.14,+P0",dain.oiin.chol.odaiin.chodain.chdy.okain.dan.cthy.kod,dain oiin chol odaiin chodain chdy okain dan cthy kod
RF1b-er,f1r,"f1r.15,+P0","daiin.shckhey.ckho,r.char.shey.kol.chol.chol.kor.chal",daiin shckhey ckho r char shey kol chol chol kor chal
RF1b-er,f1r,"f1r.16,+P0","sho.chol.shodan.kshy.kchy.d,or.chodaiin.sho.keeam",sho chol shodan kshy kchy d or chodaiin sho keeam
RF1b-er,f1r,"f1r.17,+P0",ycho.tchey.chekain.sheopshol.dydyd.cthy.daictoy,ycho tchey chekain sheopshol dydyd cthy daictoy
RF1b-er,f1r,"f1r.18,+P0",yto.shol.she.kodshey.cphealy.dar.ain.dain.ckhyds,yto shol she kodshey cphealy dar ain dain ckhyds
RF1b-er,f1r,"f1r.19,+P0",dchar.shcthaiin.okaiir.chey.rchy.potol.cthols.dlocto,dchar shcthaiin okaiir chey rchy potol cthols dlocto
RF1b-er,f1r,"f1r.20,+P0",shok.chor.chey.dain.ckhey,shok chor chey dain ckhey
RF1b-er,f1r,"f1r.21,=Pt",otol.daiiin,otol daiiin
RF1b-er,f1r,"f1r.22,*P0",cpho.shaiin.shokcheey.chol.tshodeesy.shey.pydeey.chy.ro.dar,cpho shaiin shokcheey chol tshodeesy shey pydeey chy ro dar
RF1b-er,f1r,"f1r.23,+P0",ydain.chol.dain.cthal.dar.shear.kaiin.dar.shey.cthar,ydain chol dain cthal dar shear kaiin dar shey cthar
RF1b-er,f1r,"f1r.24,+P0","cho,?o.kaiin.shoaiin.okol.daiin.par.cthol.daiin.ctholdar",cho kaiin shoaiin okol daiin par cthol daiin ctholdar
RF1b-er,f1r,"f1r.25,+P0",ycheey.okeey.oky.daiin.okchey.kokaiin.o?chol.kadchy.dal,ycheey okeey oky daiin okchey kokaiin kadchy dal
RF1b-er,f1r,"f1r.26,+P0",dcheo.shody.koechy.cthy.okchey.keey.keey.dal.chtor,dcheo shody koechy cthy okchey keey keey dal chtor
RF1b-er,f1r,"f1r.27,+P0",sho?.chol.chckh.choty.chotey,chol chckh choty chotey
RF1b-er,f1r,"f1r.28,=Pt",dchaiin,dchaiin
RF1b-er,f1v,"f1v.1,@P0",kchsy.chodaiin.ol<->oltchey.char.cfhar.am,kchsy chodaiin ololtchey char cfhar am
RF1b-er,f1v,"f1v.2,+P0",yteey.char.or.ochy<->dcho.lkody.okodar.chody,yteey char or ochydcho lkody okodar chody
RF1b-er,f1v,"f1v.3,+P0",do.ckhy.ckhockhy.shy<->dksheey.cthy.kotchody.dal,do ckhy ckhockhy shydksheey cthy kotchody dal
RF1b-er,f1v,"f1v.4,+P0","dol.chokeo.dair.dam<->sochey.cho,kody",dol chokeo dair damsochey cho kody
RF1b-er,f1v,"f1v.5,+P0",potoy.shol.jair.cphoal<->dar.chey.tody.otoaiin.shoshy,potoy shol jair cphoaldar chey tody otoaiin shoshy
RF1b-er,f1v,"f1v.6,+P0",choky.chol.ctholshol.akal<->dolchey.chodo.lol.chy.cthy,choky chol ctholshol akaldolchey chodo lol chy cthy
RF1b-er,f1v,"f1v.7,+P0",qo.ol.choees.cheol.dol.cthey<->ykol.dol.dolo.ykol.dolchiody,qo ol choees cheol dol ctheyykol dol dolo ykol dolchiody
RF1b-er,f1v,"f1v.8,+P0",okolshol.kol.kechy.chol.ky<->chol.cthol.chody.chol.daiin,okolshol kol kechy chol kychol cthol chody chol daiin
RF1b-er,f1v,"f1v.9,+P0",shor.okal.chol.dolky.dar<->shol.dchor.otcho.dar.shody,shor okal chol dolky darshol dchor otcho dar shody
RF1b-er,f1v,"f1v.10,+P0",toor.chotchey.dal.chody<->schody.pol.chodar,toor chotchey dal chodyschody pol chodar
RF1b-er,f2r,"f2r.1,@P0",kydainy.ypchol.daiin.otchal<->ypchaiin.ckholsy,kydainy ypchol daiin otchalypchaiin ckholsy
RF1b-er,f2r,"f2r.2,+P0",dorchory<->chkar.s<->shor.cthy.cto,dorchorychkar sshor cthy cto
RF1b-er,f2r,"f2r.3,+P0",qotaiin<->cthey.y<->chor.chy.ydy<->chaiin,qotaiincthey ychor chy ydychaiin
RF1b-er,f2r,"f2r.4,+P0",soaiidy<->chtoddy<->cphy.dals<->chotaiin.d,soaiidychtoddycphy dalschotaiin d
RF1b-er,f2r,"f2r.5,+P0",otochor.al<->shodaiin<->chol.dan<->ytchaiin.dan,otochor alshodaiinchol danytchaiin dan
RF1b-er,f2r,"f2r.6,+P0",saiin.daind<->dkol.sor<->ytoldy<->dchol.dchy.cthy,saiin dainddkol sorytoldydchol dchy cthy
RF1b-er,f2r,"f2r.7,+P0",shor.ckhy.daiiny<->chol.dan,shor ckhy daiinychol dan
RF1b-er,f2r,"f2r.8,+P0",kydain.shaiin.qoy.s.shol.fodan<->yksh.olsheey.daiildy,kydain shaiin qoy s shol fodanyksh olsheey daiildy
RF1b-er,f2r,"f2r.9,+P0",dlssho.kol.sheey.qokey.ykody.so<->cholyky.dain.daiirol,dlssho kol sheey qokey ykody socholyky dain daiirol
RF1b-er,f2r,"f2r.10,+P0",qoky.cholaiin.shol.sheky.daiin<->cthey.keol.saiin.eaiin,qoky cholaiin shol sheky daiincthey keol saiin eaiin
RF1b-er,f2r,"f2r.11,+P0",ychain.dal.chy.dalor.shan.dan<->olsaiin.sheey.ckhor,ychain dal chy dalor shan danolsaiin sheey ckhor
RF1b-er,f2r,"f2r.12,+P0",okol.chy.chor.cthor.yor.an.chan<->saiin.chety.chyky.sal,okol chy chor cthor yor an chansaiin chety chyky sal
RF1b-er,f2r,"f2r.13,+P0",sho.ykeey.chey.daiin.chcthy,sho ykeey chey daiin chcthy
RF1b-er,f2r,"f2r.14,@Lp",ytoail,ytoail
RF1b-er,f2r,"f2r.15,@L0",ios.an.on,ios an on
RF1b-er,f2v,"f2v.1,@P0",kooiin.cheopchor.otaiinodain.chor<->dair.shty,kooiin cheopchor otaiinodain chordair shty
RF1b-er,f2v,"f2v.2,+P0",kchakchy.sho.shol.qotcho.loeees.qoty<->chor.daiin,kchakchy sho shol qotcho loeees qotychor daiin
RF1b-er,f2v,"f2v.3,+P0",otchy.chor.lshy.chol.chody.chodain<->chcthy.daiin,otchy chor lshy chol chody chodainchcthy daiin
RF1b-er,f2v,"f2v.4,+P0",sho.cholo.cheor.chodaiin,sho cholo cheor chodaiin
RF1b-er,f2v,"f2v.5,+P0",kchor.shy.daiiin.chckom<->sshey.dor.chol.daiin,kchor shy daiiin chckomsshey dor chol daiin
RF1b-er,f2v,"f2v.6,+P0",dor.chol.chor.chol.keol.chy.chty<->daiin.otchor.chan,dor chol chor chol keol chy chtydaiin otchor chan
RF1b-er,f2v,"f2v.7,+P0",daiin.chotchey.qoteeey.chokeos<->chees.chr.cheaiin,daiin chotchey qoteeey chokeoschees chr cheaiin
RF1b-er,f2v,"f2v.8,+P0",chokoishe.chor.cheol.chol.dolody,chokoishe chor cheol chol dolody
RF1b-er,f3r,"f3r.1,@P0",tsheos.qopal.chol.cthol.daimg,tsheos qopal chol cthol daimg
RF1b-er,f3r,"f3r.2,+P0",ycheor.chor.dam.qotcham.cham,ycheor chor dam qotcham cham
RF1b-er,f3r,"f3r.3,+P0",ochor.qocheor.chol.daiin.cthy,ochor qocheor chol daiin cthy
RF1b-er,f3r,"f3r.4,+P0",schey.chor.chal.chag.cham.cho,schey chor chal chag cham cho
RF1b-er,f3r,"f3r.5,+P0",qokol.chololy.s.cham.cthol,qokol chololy s cham cthol
RF1b-er,f3r,"f3r.6,+P0",ychtaiin.chor.cthom.otaldam,ychtaiin chor cthom otaldam
RF1b-er,f3r,"f3r.7,+P0",otchol.qodaiin.chom.shom.damo,otchol qodaiin chom shom damo
RF1b-er,f3r,"f3r.8,+P0",ysheor.chor.chol.oky.dago,ysheor chor chol oky dago
RF1b-er,f3r,"f3r.9,+P0",sho.?or.sheoldam.otchody.ol,sho sheoldam otchody ol
RF1b-er,f3r,"f3r.10,+P0","y,dar.cholcthom",y dar cholcthom
RF1b-er,f3r,"f3r.11,+P0",pcheol.shol.sols.sheol.shey,pcheol shol sols sheol shey
RF1b-er,f3r,"f3r.12,+P0",okadaiin.qokchor.qo.schodam.octhy,okadaiin qokchor qo schodam octhy
RF1b-er,f3r,"f3r.13,+P0",qokeey.qotshey.qokody.qokshey.cheody,qokeey qotshey qokody qokshey cheody
RF1b-er,f3r,"f3r.14,+P0",chor.qodair.okeey.qokeey,chor qodair okeey qokeey
RF1b-er,f3r,"f3r.15,+P0",tsheoarom.shar.or.chor.olchsy.chom.otchom<->oporar,tsheoarom shar or chor olchsy chom otchomoporar
RF1b-er,f3r,"f3r.16,+P0",oteol.chol.s.cheol.ekshy.qokeom.qokal.daiin<->soleeg,oteol chol s cheol ekshy qokeom qokal daiinsoleeg
RF1b-er,f3r,"f3r.17,+P0",soeom.okeom.yteody.qokeeodal.sam,soeom okeom yteody qokeeodal sam
RF1b-er,f3r,"f3r.18,+P0",pcheoldom.shodaiin.qopchor.qopol.opcholqoty<->otolom,pcheoldom shodaiin qopchor qopol opcholqotyotolom
RF1b-er,f3r,"f3r.19,+P0",otchor.ol.cheor.qoeor.dair.qoteol.qosaiin<->chor.cthy,otchor ol cheor qoeor dair qoteol qosaiinchor cthy
RF1b-er,f3r,"f3r.20,+P0",ycheor.chol.odaiin.chol.s.aiin.okolor.am,ycheor chol odaiin chol s aiin okolor am
RF1b-er,f3v,"f3v.1,@P0",koaiin.cphor.qotoy.sha.ckhol.ykoaiin.s.oly,koaiin cphor qotoy sha ckhol ykoaiin s oly
RF1b-er,f3v,"f3v.2,+P0",daiidy.qotchol.okchor.okor.olytol.dol.dar,daiidy qotchol okchor okor olytol dol dar
RF1b-er,f3v,"f3v.3,+P0",okom.chol.shol.seees.chom.cheeykam.okai,okom chol shol seees chom cheeykam okai
RF1b-er,f3v,"f3v.4,+P0",qodar.chs.chy.kcheol.okal.do.r.cheareeb,qodar chs chy kcheol okal do r cheareeb
RF1b-er,f3v,"f3v.5,+P0",ychear.otchal.chor.char.ckho,ychear otchal chor char ckho
RF1b-er,f3v,"f3v.6,+P0",or.cheor.kor.chodaly.cham,or cheor kor chodaly cham
RF1b-er,f3v,"f3v.7,+P0",tchor.otcham.chor.cfham.s,tchor otcham chor cfham s
RF1b-er,f3v,"f3v.8,+P0",ykchy.kchom.chor.chckhol.oka,ykchy kchom chor chckhol oka
RF1b-er,f3v,"f3v.9,+P0",yteeeear.okeol.cthodoaly.chor.cthy,yteeeear okeol cthodoaly chor cthy
RF1b-er,f3v,"f3v.10,+P0",ochos.daiin.qokshol.daiim.chol.okary,ochos daiin qokshol daiim chol okary
RF1b-er,f3v,"f3v.11,+P0",sho.shockho.ckhy.tchor.chodaiin.chom,sho shockho ckhy tchor chodaiin chom
RF1b-er,f3v,"f3v.12,+P0",osh.chodair.ytchy.tchor.kcham.s,osh chodair ytchy tchor kcham s
RF1b-er,f3v,"f3v.13,+P0",shar.shkaiin.qokcha.yty.cthal.chky,shar shkaiin qokcha yty cthal chky
RF1b-er,f3v,"f3v.14,+P0",dain.sheam.y.keam,dain sheam y keam
RF1b-er,f4r,"f4r.1,@P0",kodalchy.chpody.sheol.ol.sheey.qotey<->doiin.chor.ytoy,kodalchy chpody sheol ol sheey qoteydoiin chor ytoy
RF1b-er,f4r,"f4r.2,+P0",dchor.shol.shol.cthol.shtchy.chaiin.?s<->choraiin.chom,dchor shol shol cthol shtchy chaiin chom
RF1b-er,f4r,"f4r.3,+P0",otchol.chol.chy.chaiin.qotaiin<->daiin.shain,otchol chol chy chaiin qotaiindaiin shain
RF1b-er,f4r,"f4r.4,+P0",qotchol.chy.yty.daiin.okaiin.cthy,qotchol chy yty daiin okaiin cthy
RF1b-er,f4r,"f4r.5,+P0",pydaiin.qotchy.dytydy,pydaiin qotchy dytydy
RF1b-er,f4r,"f4r.6,+P0",chor.shytchy.dytcheey,chor shytchy dytcheey
RF1b-er,f4r,"f4r.7,+P0",qotaiin.cthol.daiin.cthom,qotaiin cthol daiin cthom
RF1b-er,f4r,"f4r.8,+P0",shor.shol.shol.cthy.cpholdy,shor shol shol cthy cpholdy
RF1b-er,f4r,"f4r.9,+P0",daiin.ckhochy.tchy.kor.aiin,daiin ckhochy tchy kor aiin
RF1b-er,f4r,"f4r.10,+P0",odal.shor.shyshol.cphaiin,odal shor shyshol cphaiin
RF1b-er,f4r,"f4r.11,+P0",qotchoiin.shear.qota,qotchoiin shear qota
RF1b-er,f4r,"f4r.12,+P0",soiin.chaiin.chaiin,soiin chaiin chaiin
RF1b-er,f4r,"f4r.13,+P0",daiin.cthey,daiin cthey
RF1b-er,f4v,"f4v.1,@P0",pchooiin.ksheo.kchoy.chopchy.dolds<->dlod,pchooiin ksheo kchoy chopchy doldsdlod
RF1b-er,f4v,"f4v.2,+P0",ol.chey.chy.cthy.shkchor.sheo.cheory<->choldy,ol chey chy cthy shkchor sheo cheorycholdy
RF1b-er,f4v,"f4v.3,+P0",sho.sho.chaiin.shaiin.daiin.qodaiin<->oaram,sho sho chaiin shaiin daiin qodaiinoaram
RF1b-er,f4v,"f4v.4,+P0",qokshy.qocthy.choteol.daiin.cthey<->choaiin,qokshy qocthy choteol daiin ctheychoaiin
RF1b-er,f4v,"f4v.5,+P0",shor.sheey.cto.otoiin.shey.qotchoiin<->chodain,shor sheey cto otoiin shey qotchoiinchodain
RF1b-er,f4v,"f4v.6,+P0",ytchoy.shokchy.cphody,ytchoy shokchy cphody
RF1b-er,f4v,"f4v.7,+P0",torchy.sheeor.chor.chokchy.cphydy,torchy sheeor chor chokchy cphydy
RF1b-er,f4v,"f4v.8,+P0",oleeeb.chor.cthol.sho.otor.cthory,oleeeb chor cthol sho otor cthory
RF1b-er,f4v,"f4v.9,+P0",qooko.iiincheog.chcthy.shoky.daiin,qooko iiincheog chcthy shoky daiin
RF1b-er,f4v,"f4v.10,+P0",otaiin.sheo.okeady.chol.chokeody,otaiin sheo okeady chol chokeody
RF1b-er,f4v,"f4v.11,+P0",sho.kcheor.shody.shtaiin.qotoldaiin,sho kcheor shody shtaiin qotoldaiin
RF1b-er,f4v,"f4v.12,+P0",qokey.sho.okeol.skeey.shar.char.ody,qokey sho okeol skeey shar char ody
RF1b-er,f4v,"f4v.13,+P0",shody.s.cheor.chokody.shodaiin.qota,shody s cheor chokody shodaiin qota
RF1b-er,f4v,"f4v.14,+P0",ochody.chykey.chtody,ochody chykey chtody
RF1b-er,f5r,"f5r.1,@P0",kchody.pchoy.chkoy.oaiin.oar.olsy.chody.dkshy.dy,kchody pchoy chkoy oaiin oar olsy chody dkshy dy
RF1b-er,f5r,"f5r.2,+P0",ochey.okey.qakaiin.sho.ckhoy.cthey.chey.okayos.otol,ochey okey qakaiin sho ckhoy cthey chey okayos otol
RF1b-er,f5r,"f5r.3,+P0",qoaiin.otan.chy.daiin.oteeeb.chocthy.otchy.qotchody,qoaiin otan chy daiin oteeeb chocthy otchy qotchody
RF1b-er,f5r,"f5r.4,+P0",otain.sheody.chan.s.cheor.chocthy,otain sheody chan s cheor chocthy
RF1b-er,f5r,"f5r.5,+P0",tchy.shody.qoaiin.cholols.sho.qotcheo.daiin.shodaiin,tchy shody qoaiin cholols sho qotcheo daiin shodaiin
RF1b-er,f5r,"f5r.6,+P0",sho.cheorchey.qoeeey.qoykeeey.qoeor.cthy.shotshy.dy,sho cheorchey qoeeey qoykeeey qoeor cthy shotshy dy
RF1b-er,f5r,"f5r.7,+P0",qotoeey.keey.cheo.kchy.shody,qotoeey keey cheo kchy shody
RF1b-er,f5v,"f5v.1,@P0",kacheor.chor.ytchey.pshod.chols.chodaiin.ytoiiin.daiin,kacheor chor ytchey pshod chols chodaiin ytoiiin daiin
RF1b-er,f5v,"f5v.2,+P0",dchol.sy.chol.otaiin.dain.cthor.chots.ychopordg,dchol sy chol otaiin dain cthor chots ychopordg
RF1b-er,f5v,"f5v.3,+P0",qotcho.ytor.daiin.daiin.otchor.daiir.qo.darchor.do,qotcho ytor daiin daiin otchor daiir qo darchor do
RF1b-er,f5v,"f5v.4,+P0",qotor.shees.otol.ykoiin.shol.daiin.cthor.okchytaiin,qotor shees otol ykoiin shol daiin cthor okchytaiin
RF1b-er,f5v,"f5v.5,+P0",shokeeol.chor.cheotol.otchol.daiin.dal.chol.chotaiin,shokeeol chor cheotol otchol daiin dal chol chotaiin
RF1b-er,f5v,"f5v.6,+P0",otol.chol.dairodg,otol chol dairodg
RF1b-er,f6r,"f6r.1,@P0",foar.y.shol.cholor.cphol.chor.chck<->chopchol.otcham,foar y shol cholor cphol chor chckchopchol otcham
RF1b-er,f6r,"f6r.2,+P0",daiin.chckhy.chor.chor.kar.cthy<->cthor.chotols,daiin chckhy chor chor kar cthycthor chotols
RF1b-er,f6r,"f6r.3,+P0",poeear.kshor.choky.os.cheoeees<->ykeor.ytaiin.dam,poeear kshor choky os cheoeeesykeor ytaiin dam
RF1b-er,f6r,"f6r.4,+P0",dar.chos.sheor.chocthy.otcham<->yaiir.chy,dar chos sheor chocthy otchamyaiir chy
RF1b-er,f6r,"f6r.5,+P0",tar.okoiin.shees.ytaly.cthaiin<->odam,tar okoiin shees ytaly cthaiinodam
RF1b-er,f6r,"f6r.6,+P0",or.al.daiin.ckham.okom.cthaiin<->ydaiin,or al daiin ckham okom cthaiinydaiin
RF1b-er,f6r,"f6r.7,+P0",daiin.qodaiin.cho.s.chol.okaiin.s,daiin qodaiin cho s chol okaiin s
RF1b-er,f6r,"f6r.8,+P0",ychol.ckhor.pchar.sheo.ckhaiin,ychol ckhor pchar sheo ckhaiin
RF1b-er,f6r,"f6r.9,+P0",dar.sheol.skaiiodar.otaiin.chory,dar sheol skaiiodar otaiin chory
RF1b-er,f6r,"f6r.10,+P0",tchor.ctheod.chy.shos.odshe.od,tchor ctheod chy shos odshe od
RF1b-er,f6r,"f6r.11,+P0",ychar.olchag.ol.chokaiin,ychar olchag ol chokaiin
RF1b-er,f6r,"f6r.12,+P0",or.shol.cthom.chor.cthy,or shol cthom chor cthy
RF1b-er,f6r,"f6r.13,+P0",qocthol.yodaiin.cthy,qocthol yodaiin cthy
RF1b-er,f6r,"f6r.14,+P0",ysho.taiin.y.kaiim,ysho taiin y kaiim
RF1b-er,f6v,"f6v.1,@P0",koarysar.cheekar.qoar.shor.chapchy.s.chear.char.otchy,koarysar cheekar qoar shor chapchy s chear char otchy
RF1b-er,f6v,"f6v.2,+P0",oees.chor.chckhy.qoekchas.cheas.odaiiin.kchey.chorchaiin,oees chor chckhy qoekchas cheas odaiiin kchey chorchaiin
RF1b-er,f6v,"f6v.3,+P0",qoair.ckhy.chol.oechockhy.chekchoy.ckhy.okol<->sychos,qoair ckhy chol oechockhy chekchoy ckhy okolsychos
RF1b-er,f6v,"f6v.4,+P0","yshckhy.ytchoy.s.os.y,jajy.dchy.dey.okody<->ytody",yshckhy ytchoy s os y jajy dchy dey okodyytody
RF1b-er,f6v,"f6v.5,+P0",dair.sha.chodam.dam.okor.oty<->doldom,dair sha chodam dam okor otydoldom
RF1b-er,f6v,"f6v.6,+P0",tchody.shocthol.chocthhy.s,tchody shocthol chocthhy s
RF1b-er,f6v,"f6v.7,+P0",ychos.ychol.daiin.cthol.dol,ychos ychol daiin cthol dol
RF1b-er,f6v,"f6v.8,+P0",ychor.chor.okchey.qokom,ychor chor okchey qokom
RF1b-er,f6v,"f6v.9,+P0",oeeo.dal.chor.cthom.s,oeeo dal chor cthom s
RF1b-er,f6v,"f6v.10,+P0",qokchod.ychear.kchdy,qokchod ychear kchdy
RF1b-er,f6v,"f6v.11,+P0",lar.char.otag.cthomdy,lar char otag cthomdy
RF1b-er,f6v,"f6v.12,+P0",ytchos.shy.qokam.cthy,ytchos shy qokam cthy
RF1b-er,f6v,"f6v.13,+P0",yodaiin.cthy.s.chor.oees.ar,yodaiin cthy s chor oees ar
RF1b-er,f6v,"f6v.14,+P0",qokor.chol.cthol.tchalody,qokor chol cthol tchalody
RF1b-er,f6v,"f6v.15,+P0",chockhy.s.or.chy.s.ain.ar,chockhy s or chy s ain ar
RF1b-er,f6v,"f6v.16,+P0",ochy.cthar.cthor.cthy,ochy cthar cthor cthy
RF1b-er,f6v,"f6v.17,+P0",ychaies.ckhal.cthodam.dy,ychaies ckhal cthodam dy
RF1b-er,f6v,"f6v.18,+P0",ytchocthol.ches.cthor,ytchocthol ches cthor
RF1b-er,f6v,"f6v.19,+P0",ocholy.kchor.chy.dor,ocholy kchor chy dor
RF1b-er,f6v,"f6v.20,+P0",dchor.choldar.okol.daiin,dchor choldar okol daiin
RF1b-er,f6v,"f6v.21,+P0",ycheor.chor.octham,ycheor chor octham
RF1b-er,f7r,"f7r.1,@P0",fchodaiin.shopchey.qko<->shey.qoos.sheey.charochy,fchodaiin shopchey qkoshey qoos sheey charochy
RF1b-er,f7r,"f7r.2,+P0",dcheey.keo.r.shor.dold<->dchey.kchey.otchy.cheody,dcheey keo r shor dolddchey kchey otchy cheody
RF1b-er,f7r,"f7r.3,+P0",oeeees.cheodaiin.sheey<->ytcheey.qotchy.chald,oeeees cheodaiin sheeyytcheey qotchy chald
RF1b-er,f7r,"f7r.4,+P0",qokcho.cho.lochey.daiin<->ychey.kchos.odaiin,qokcho cho lochey daiinychey kchos odaiin
RF1b-er,f7r,"f7r.5,+P0",oaiir<->otaiin,oaiirotaiin
RF1b-er,f7r,"f7r.6,+P0",ksholshey.qotoees.chkoldy<->otchor.choaiin,ksholshey qotoees chkoldyotchor choaiin
RF1b-er,f7r,"f7r.7,+P0",dshoy.cthol.chol.otchol.dain<->shody.shol.chotchy,dshoy cthol chol otchol dainshody shol chotchy
RF1b-er,f7r,"f7r.8,+P0",okchey.deeeese.choty.qokchy<->shol.keey.choty.dain,okchey deeeese choty qokchyshol keey choty dain
RF1b-er,f7r,"f7r.9,+P0",qokechy.olchoiin.chol.cphey<->shckhy.chochy.kchod,qokechy olchoiin chol cpheyshckhy chochy kchod
RF1b-er,f7r,"f7r.10,+P0",s.chain.chor.daiin.chckhy,s chain chor daiin chckhy
RF1b-er,f7v,"f7v.1,@P0","polyshy.shey.tchody.qopchy.otshol.dy,daiin.tshodody",polyshy shey tchody qopchy otshol dy daiin tshodody
RF1b-er,f7v,"f7v.2,+P0",chochy.cthy.daiin.qoky.chcphhy.daiin.cthol.cthy.cthd,chochy cthy daiin qoky chcphhy daiin cthol cthy cthd
RF1b-er,f7v,"f7v.3,+P0",qokchy.dykchy.chkeey.kshy.ky.ty.dor.cheey.ol.cheoldy,qokchy dykchy chkeey kshy ky ty dor cheey ol cheoldy
RF1b-er,f7v,"f7v.4,+P0",choteeeb.oeear.choschy.dain.sho.kshy.shol.deees.dol,choteeeb oeear choschy dain sho kshy shol deees dol
RF1b-er,f7v,"f7v.5,+P0",dchodaiin.qotchy.cheey.tcheey,dchodaiin qotchy cheey tcheey
RF1b-er,f7v,"f7v.6,+P0",kchor.sheod.sheodaiin.shodaiin.oksholshol.dair.qos,kchor sheod sheodaiin shodaiin oksholshol dair qos
RF1b-er,f7v,"f7v.7,+P0",okshodeeeb.chorcheor.odaiin.shotcho<->dol.dol.dor.aiin,okshodeeeb chorcheor odaiin shotchodol dol dor aiin
RF1b-er,f7v,"f7v.8,+P0",qoteeeo.r.chocheeody.qotchey.tey<->okchor.daiin,qoteeeo r chocheeody qotchey teyokchor daiin
RF1b-er,f7v,"f7v.9,+P0",sho.keeo.daiir.chokchy.dor.deol.dy<->doldaiin,sho keeo daiir chokchy dor deol dydoldaiin
RF1b-er,f8r,"f8r.1,@P0",pshol.chor.otshal.chopy<->cphal.chody.shy.cfhodar.shor,pshol chor otshal chopycphal chody shy cfhodar shor
RF1b-er,f8r,"f8r.2,+P0",tchty.sh.kcheals.sho<->okche.do.dchy.dain.al,tchty sh kcheals shookche do dchy dain al
RF1b-er,f8r,"f8r.3,+P0",chodar.shy.sy<->chodaiin.shokchy.chor.dy,chodar shy sychodaiin shokchy chor dy
RF1b-er,f8r,"f8r.4,+P0",qotor.chor.chor.sheey<->dchol.shesed.chof.chy.dam,qotor chor chor sheeydchol shesed chof chy dam
RF1b-er,f8r,"f8r.5,+P0",okchey.do.r.cheeey.dy.ky<->scho.chky.ckooaiin.chataiin,okchey do r cheeey dy kyscho chky ckooaiin chataiin
RF1b-er,f8r,"f8r.6,+P0",tosh.ckcheey.koltoldy<->shy.choety.cheeody.sal,tosh ckcheey koltoldyshy choety cheeody sal
RF1b-er,f8r,"f8r.7,+P0",choto.kchoan.choor.dain,choto kchoan choor dain
RF1b-er,f8r,"f8r.8,=Pt",dcho.dain,dcho dain
RF1b-er,f8r,"f8r.9,*P0","tchoep.sho,pcheey.pchey<->ofchey.dsheey.sholdaiin.shor",tchoep sho pcheey pcheyofchey dsheey sholdaiin shor
RF1b-er,f8r,"f8r.10,+P0",daiin.cheey.teeodan.dy<->cheocthy.oksheo.dol.dairg,daiin cheey teeodan dycheocthy oksheo dol dairg
RF1b-er,f8r,"f8r.11,+P0",shol.cheodaiin.daiin.do<->ytchody.chot.choty.otariin,shol cheodaiin daiin doytchody chot choty otariin
RF1b-er,f8r,"f8r.12,+P0",qochodaiin.shotokody<->chotol,qochodaiin shotokodychotol
RF1b-er,f8r,"f8r.13,=Pt",okokchodg,okokchodg
RF1b-er,f8r,"f8r.14,*P0",cpho.cfhey.shol.chofydy<->sho.chey.kshey.lody.cholal,cpho cfhey shol chofydysho chey kshey lody cholal
RF1b-er,f8r,"f8r.15,+P0",dchey.ckhol.chol.chey.kchs<->chy.ctodaiin.dol.daiiirchy.ckhy,dchey ckhol chol chey kchschy ctodaiin dol daiiirchy ckhy
